,f1,precision,recall,accuracy,model
0,0.6993675090252707,0.8952559817810771,0.5738130669270068,0.6634333714862165,ECS
1,0.7111535233452522,0.9036244905114608,0.5862771674739107,0.675079700726198,WECS
2,0.6465644107559589,0.9227065026362039,0.49763513833729844,0.6288241798746774,SPECS
3,0.8164280258089681,0.9527970259470943,0.7142071789427789,0.7808795856208897,TVECS
4,0.7928402007832753,0.9482760895668122,0.6811844212960769,0.7571407324060243,STVECS
